,agencia,decisao,canal,DT_PROPOSTA,regra,publico,segmento,cheque_especial,qtd,Score_A,Score_B,TimeOut_A,TimeOut_B,Limite,lat,lon
9104,14,NEGAR,Mobile Banking PF,2021-09-05,05,PF,Altíssima Renda,TRUE,3662,71,62,Consulta OK,Consulta OK,0,-23.405642064981322,-46.14192676418732
9105,13,NEGAR,Internet Banking PJ,2021-09-08,01,PJ,Massificado,FALSE,4038,100,83,Consulta OK,Consulta OK,0,-23.56231198404172,-46.91726104456904
9106,12,DERIVAR,Agência Física PJ,2021-09-16,06,PJ,Massificado,TRUE,4433,315,23,Consulta OK,Consulta OK,0,-23.571285624278612,-46.592705718801916
9107,17,NEGAR,Mobile Banking PJ,2021-09-15,03,PJ,Altíssima Renda,FALSE,3114,81,58,Consulta OK,Consulta OK,0,-23.66266229222307,-46.92407059095585
9108,9,DERIVAR,Mobile Banking PJ,2021-09-13,06,PJ,Média Renda,FALSE,108,268,14,Consulta OK,Consulta OK,0,-23.57932140570476,-46.74451354590344
9109,6,DERIVAR,Agência Física PF,2021-09-10,06,PF,Média Renda,FALSE,6652,464,45,Consulta OK,Consulta OK,0,-24.014905111320036,-46.57386216354108
9110,5,APROVAR,Internet Banking PJ,2021-09-10,10,PJ,Massificado,FALSE,152,88,61,Consulta OK,Consulta OK,195624,-23.571788125752057,-47.164679292145934
9111,17,APROVAR,Internet Banking PJ,2021-09-04,10,PJ,Altíssima Renda,TRUE,1980,530,35,TimeOut,Consulta OK,3805560,-23.497956279441134,-46.467081843232535
9112,9,DERIVAR,Internet Banking PF,2021-09-05,06,PF,Alta Renda,FALSE,2120,450,1,Consulta OK,Consulta OK,0,-23.65115248587046,-46.48193347447204
9113,3,DERIVAR,Internet Banking PF,2021-09-14,07,PF,Média Renda,TRUE,4593,49,39,Consulta OK,Consulta OK,0,-23.761639285944387,-46.79874231395602
9114,16,DERIVAR,Agência Física PJ,2021-09-09,06,PJ,Massificado,TRUE,2417,508,69,TimeOut,Consulta OK,0,-23.503482955137077,-46.82874989587089
9115,15,NEGAR,Agência Física PJ,2021-09-15,04,PJ,Média Renda,FALSE,753,280,55,Consulta OK,Consulta OK,0,-23.099093818364953,-46.87078182590499
9116,1,APROVAR,Mobile Banking PJ,2021-09-04,10,PJ,Massificado,TRUE,4310,281,108,Consulta OK,TimeOut,8275200,-23.580414351205928,-46.93358517136808
9117,13,NEGAR,Agência Física PF,2021-09-17,05,PF,Altíssima Renda,FALSE,3937,298,25,Consulta OK,Consulta OK,0,-23.21071877166975,-46.55543808940033
9118,13,NEGAR,Agência Física PJ,2021-09-14,04,PJ,Média Renda,TRUE,4438,37,31,Consulta OK,Consulta OK,0,-23.572975282377975,-46.71741365296646
9119,6,DERIVAR,Internet Banking PJ,2021-09-15,08,PJ,Alta Renda,FALSE,5915,468,66,Consulta OK,Consulta OK,0,-23.486414388452925,-46.62757742827439
9120,20,DERIVAR,Agência Física PJ,2021-09-02,08,PJ,Alta Renda,TRUE,1200,372,22,Consulta OK,Consulta OK,0,-23.923697390052965,-46.6568231989415
9121,8,APROVAR,Internet Banking PF,2021-09-10,10,PF,Média Renda,TRUE,4802,403,56,Consulta OK,Consulta OK,5565518,-23.493521337010005,-46.64960750713228
9122,18,NEGAR,Mobile Banking PF,2021-09-04,01,PF,Massificado,TRUE,738,39,89,Consulta OK,Consulta OK,0,-23.163610318392607,-46.61967147839789
9123,19,DERIVAR,Internet Banking PJ,2021-09-14,08,PJ,Média Renda,TRUE,860,377,96,Consulta OK,Consulta OK,0,-23.28955105084324,-46.97823528023403
9124,1,DERIVAR,Internet Banking PJ,2021-09-10,06,PJ,Média Renda,FALSE,4955,474,45,Consulta OK,Consulta OK,0,-23.73490779010372,-46.80360053678135
9125,1,DERIVAR,Agência Física PJ,2021-09-13,06,PJ,Altíssima Renda,TRUE,943,139,79,Consulta OK,Consulta OK,0,-23.692769850722545,-46.98960677329076
9126,12,DERIVAR,Agência Física PF,2021-09-04,08,PF,Massificado,FALSE,1351,334,78,Consulta OK,Consulta OK,0,-23.430415860449447,-46.61873418413025
9127,12,APROVAR,Agência Física PF,2021-09-01,10,PF,Massificado,FALSE,3797,372,5,Consulta OK,Consulta OK,7195315,-23.804297538853227,-46.53410077655494
9128,11,DERIVAR,Internet Banking PF,2021-09-05,09,PF,Altíssima Renda,TRUE,745,439,94,Consulta OK,Consulta OK,0,-23.48960466098395,-46.346952711717854
9129,2,NEGAR,Agência Física PJ,2021-09-04,04,PJ,Média Renda,FALSE,2071,255,57,Consulta OK,Consulta OK,0,-23.63449757763217,-46.713536234166924
9130,20,DERIVAR,Internet Banking PF,2021-09-15,09,PF,Alta Renda,FALSE,6509,142,63,Consulta OK,Consulta OK,0,-23.56391447187388,-46.32483641854895
9131,13,NEGAR,Internet Banking PF,2021-09-11,03,PF,Alta Renda,TRUE,2914,537,97,TimeOut,Consulta OK,0,-23.739728822534268,-47.08994460800009
9132,20,NEGAR,Mobile Banking PF,2021-09-20,02,PF,Média Renda,TRUE,6088,80,36,Consulta OK,Consulta OK,0,-23.71751588407728,-46.695733104546974
9133,4,DERIVAR,Mobile Banking PF,2021-09-12,09,PF,Massificado,TRUE,4298,385,80,Consulta OK,Consulta OK,0,-23.88698442501177,-46.38538861073328
9134,14,NEGAR,Agência Física PJ,2021-09-06,05,PJ,Média Renda,TRUE,4794,248,46,Consulta OK,Consulta OK,0,-23.543314432217333,-46.642467878093846
9135,15,DERIVAR,Internet Banking PF,2021-09-06,08,PF,Massificado,FALSE,2619,304,5,Consulta OK,Consulta OK,0,-23.542029130014818,-46.83888350326053
9136,5,NEGAR,Internet Banking PJ,2021-09-18,03,PJ,Massificado,FALSE,2048,372,66,Consulta OK,Consulta OK,0,-23.81867498367145,-46.76986258868955
9137,6,APROVAR,Internet Banking PF,2021-09-08,10,PF,Alta Renda,TRUE,4938,544,53,TimeOut,Consulta OK,8434104,-23.858383089209923,-46.427278790289385
9138,3,APROVAR,Mobile Banking PJ,2021-09-17,10,PJ,Massificado,FALSE,3198,496,34,Consulta OK,Consulta OK,5091216,-23.414482009158085,-46.47519431933857
9139,14,NEGAR,Mobile Banking PF,2021-09-20,05,PF,Massificado,TRUE,6692,86,28,Consulta OK,Consulta OK,0,-23.463770832963153,-46.38514418654714
9140,1,NEGAR,Agência Física PF,2021-09-06,02,PF,Alta Renda,FALSE,4587,345,105,Consulta OK,TimeOut,0,-23.507348021458075,-46.93021887754015
9141,20,NEGAR,Agência Física PJ,2021-09-14,04,PJ,Massificado,FALSE,1198,106,35,Consulta OK,Consulta OK,0,-23.30198648830806,-46.477642771422936
9142,4,DERIVAR,Agência Física PJ,2021-09-09,09,PJ,Massificado,TRUE,816,402,109,Consulta OK,TimeOut,0,-23.40770601633193,-46.822957696115914
9143,10,NEGAR,Mobile Banking PJ,2021-09-11,02,PJ,Altíssima Renda,FALSE,4532,98,86,Consulta OK,Consulta OK,0,-23.515095341483995,-46.4447513201341
9144,2,DERIVAR,Agência Física PJ,2021-09-13,06,PJ,Alta Renda,FALSE,4013,443,75,Consulta OK,Consulta OK,0,-23.589322118361164,-46.48373085511143
9145,19,NEGAR,Agência Física PJ,2021-09-07,04,PJ,Média Renda,TRUE,2290,538,90,TimeOut,Consulta OK,0,-23.543263848706296,-46.60599485913107
9146,10,NEGAR,Mobile Banking PF,2021-09-20,01,PF,Massificado,TRUE,1840,53,60,Consulta OK,Consulta OK,0,-23.384261128162112,-46.93235575224916
9147,14,APROVAR,Agência Física PJ,2021-09-09,10,PJ,Alta Renda,FALSE,1263,210,83,Consulta OK,Consulta OK,1292049,-23.770187390398203,-46.17041258974256
9148,4,NEGAR,Mobile Banking PF,2021-09-04,03,PF,Alta Renda,FALSE,1997,487,9,Consulta OK,Consulta OK,0,-23.525311444122877,-46.435223555155126
9149,3,APROVAR,Internet Banking PF,2021-09-20,10,PF,Média Renda,TRUE,3737,477,56,Consulta OK,Consulta OK,5822246,-23.11079791951938,-46.30429168730561
9150,6,DERIVAR,Internet Banking PF,2021-09-02,08,PF,Média Renda,TRUE,6665,287,48,Consulta OK,Consulta OK,0,-23.2113542202918,-46.36425575330584
9151,15,DERIVAR,Internet Banking PJ,2021-09-15,09,PJ,Média Renda,TRUE,6626,304,23,Consulta OK,Consulta OK,0,-23.398801493163166,-46.63449088420205
9152,17,NEGAR,Mobile Banking PF,2021-09-06,05,PF,Altíssima Renda,FALSE,2714,434,61,Consulta OK,Consulta OK,0,-23.620325311087957,-46.47413331820977
9153,11,NEGAR,Mobile Banking PF,2021-09-08,03,PF,Massificado,TRUE,1842,408,39,Consulta OK,Consulta OK,0,-23.331496673436465,-47.08118648935623
9154,16,NEGAR,Mobile Banking PF,2021-09-20,02,PF,Alta Renda,FALSE,1990,267,87,Consulta OK,Consulta OK,0,-23.850235080508135,-46.51282832960343
9155,16,DERIVAR,Mobile Banking PF,2021-09-06,08,PF,Massificado,TRUE,4550,213,48,Consulta OK,Consulta OK,0,-23.74521943220296,-46.69404914207875
9156,4,DERIVAR,Mobile Banking PJ,2021-09-02,08,PJ,Massificado,TRUE,2321,42,34,Consulta OK,Consulta OK,0,-23.721603910584967,-46.36728735227455
9157,7,DERIVAR,Internet Banking PJ,2021-09-09,07,PJ,Massificado,FALSE,5060,1,108,Consulta OK,TimeOut,0,-23.32416389261401,-46.41131629449565
9158,7,NEGAR,Internet Banking PJ,2021-09-08,01,PJ,Altíssima Renda,TRUE,5904,97,89,Consulta OK,Consulta OK,0,-23.245774500735198,-46.72358447029162
9159,17,DERIVAR,Mobile Banking PF,2021-09-09,07,PF,Massificado,TRUE,535,265,1,Consulta OK,Consulta OK,0,-23.346492800524203,-46.5017459153797
9160,9,NEGAR,Mobile Banking PJ,2021-09-09,04,PJ,Alta Renda,TRUE,6423,530,79,TimeOut,Consulta OK,0,-23.546935475069304,-46.854800847245784
9161,7,NEGAR,Mobile Banking PF,2021-09-06,05,PF,Alta Renda,FALSE,737,59,67,Consulta OK,Consulta OK,0,-23.51762891701502,-46.50348843052494
9162,11,DERIVAR,Mobile Banking PF,2021-09-20,06,PF,Altíssima Renda,FALSE,6018,321,30,Consulta OK,Consulta OK,0,-23.599158306417362,-46.558228910624614
9163,11,DERIVAR,Mobile Banking PJ,2021-09-14,06,PJ,Alta Renda,FALSE,2737,470,83,Consulta OK,Consulta OK,0,-23.918155154765056,-46.51059250899627
9164,13,APROVAR,Agência Física PF,2021-09-11,10,PF,Massificado,FALSE,4084,147,44,Consulta OK,Consulta OK,6064740,-23.46853100185405,-46.88412858266446
9165,1,NEGAR,Agência Física PJ,2021-09-16,01,PJ,Massificado,TRUE,4063,431,44,Consulta OK,Consulta OK,0,-23.214031578202487,-46.41353598946239
9166,3,DERIVAR,Mobile Banking PJ,2021-09-10,06,PJ,Altíssima Renda,TRUE,2052,334,108,Consulta OK,TimeOut,0,-23.465562763495942,-46.3357639421441
9167,4,DERIVAR,Mobile Banking PJ,2021-09-01,07,PJ,Altíssima Renda,TRUE,5371,68,31,Consulta OK,Consulta OK,0,-23.646208599885902,-46.53600192819156
9168,2,DERIVAR,Internet Banking PF,2021-09-19,07,PF,Média Renda,TRUE,5828,82,88,Consulta OK,Consulta OK,0,-23.70508377614346,-46.75868916261888
9169,8,DERIVAR,Agência Física PF,2021-09-05,08,PF,Massificado,TRUE,6132,251,47,Consulta OK,Consulta OK,0,-23.583778818138143,-46.5644709467138
9170,4,DERIVAR,Agência Física PJ,2021-09-06,07,PJ,Alta Renda,TRUE,6990,53,103,Consulta OK,TimeOut,0,-23.132178047162853,-46.7364112748646
9171,18,APROVAR,Internet Banking PF,2021-09-18,10,PF,Massificado,TRUE,3261,472,64,Consulta OK,Consulta OK,6111114,-23.6597104235274,-46.42717511774705
9172,14,NEGAR,Mobile Banking PF,2021-09-16,02,PF,Média Renda,FALSE,6806,5,8,Consulta OK,Consulta OK,0,-23.654681405399973,-46.48041249627264
9173,4,DERIVAR,Agência Física PJ,2021-09-14,07,PJ,Altíssima Renda,TRUE,3560,386,8,Consulta OK,Consulta OK,0,-23.63556560391742,-46.59667472080928
9174,19,DERIVAR,Mobile Banking PJ,2021-09-05,07,PJ,Altíssima Renda,TRUE,1687,387,11,Consulta OK,Consulta OK,0,-23.521151971560844,-46.686550780400935
9175,11,NEGAR,Internet Banking PF,2021-09-03,02,PF,Massificado,TRUE,2723,391,14,Consulta OK,Consulta OK,0,-23.78834289080902,-46.40600555381251
9176,20,NEGAR,Internet Banking PJ,2021-09-18,05,PJ,Massificado,TRUE,4832,410,21,Consulta OK,Consulta OK,0,-23.60656968203313,-46.515306404404534
9177,6,NEGAR,Mobile Banking PJ,2021-09-02,03,PJ,Alta Renda,TRUE,6094,494,31,Consulta OK,Consulta OK,0,-23.606939261689796,-46.637580111186224
9178,4,APROVAR,Internet Banking PF,2021-09-11,10,PF,Massificado,FALSE,487,524,85,TimeOut,Consulta OK,896080,-23.29782014109297,-46.6668271773779
9179,14,NEGAR,Mobile Banking PJ,2021-09-09,04,PJ,Média Renda,TRUE,4245,338,93,Consulta OK,Consulta OK,0,-23.676417223336834,-46.55309685798625
9180,12,DERIVAR,Internet Banking PF,2021-09-16,08,PF,Altíssima Renda,TRUE,4151,480,5,Consulta OK,Consulta OK,0,-23.803163837988578,-46.757412201190455
9181,16,DERIVAR,Mobile Banking PJ,2021-09-08,09,PJ,Altíssima Renda,TRUE,469,235,43,Consulta OK,Consulta OK,0,-23.87373262464698,-46.757398709206356
9182,17,NEGAR,Internet Banking PF,2021-09-12,02,PF,Média Renda,FALSE,6155,450,1,Consulta OK,Consulta OK,0,-23.500899417249386,-46.73705619060384
9183,16,DERIVAR,Mobile Banking PJ,2021-09-09,06,PJ,Altíssima Renda,TRUE,6821,117,61,Consulta OK,Consulta OK,0,-23.229374802477246,-46.3980437138503
9184,13,NEGAR,Agência Física PF,2021-09-02,01,PF,Média Renda,FALSE,6324,337,57,Consulta OK,Consulta OK,0,-23.678410693458883,-46.768835219732296
9185,12,NEGAR,Mobile Banking PF,2021-09-14,05,PF,Média Renda,FALSE,6924,315,1,Consulta OK,Consulta OK,0,-23.806963644418232,-46.44006505273896
9186,10,DERIVAR,Mobile Banking PJ,2021-09-04,07,PJ,Altíssima Renda,TRUE,3136,414,16,Consulta OK,Consulta OK,0,-23.880870395093112,-46.68130713892589
9187,14,NEGAR,Internet Banking PF,2021-09-14,03,PF,Média Renda,TRUE,4004,224,21,Consulta OK,Consulta OK,0,-23.74494689260825,-46.40076693666436
9188,1,NEGAR,Internet Banking PJ,2021-09-10,05,PJ,Altíssima Renda,FALSE,6561,470,4,Consulta OK,Consulta OK,0,-23.395086261793438,-46.539394087018444
9189,17,NEGAR,Internet Banking PF,2021-09-14,03,PF,Altíssima Renda,TRUE,5603,275,73,Consulta OK,Consulta OK,0,-23.16964196892061,-46.702774828178455
9190,15,NEGAR,Agência Física PF,2021-09-02,03,PF,Média Renda,TRUE,1060,51,99,Consulta OK,Consulta OK,0,-23.39783804181074,-46.427975518069076
9191,15,DERIVAR,Mobile Banking PJ,2021-09-18,07,PJ,Alta Renda,TRUE,3869,128,85,Consulta OK,Consulta OK,0,-23.90809057682012,-46.80610561818999
9192,5,NEGAR,Internet Banking PF,2021-09-03,05,PF,Massificado,TRUE,2934,298,8,Consulta OK,Consulta OK,0,-23.454300264881955,-46.51404827537333
9193,12,APROVAR,Agência Física PJ,2021-09-19,10,PJ,Massificado,FALSE,3249,496,84,Consulta OK,Consulta OK,3398454,-23.50243127326889,-46.91912277251988
9194,5,NEGAR,Agência Física PF,2021-09-14,05,PF,Média Renda,TRUE,778,464,90,Consulta OK,Consulta OK,0,-23.644410860557908,-46.4872547752095
9195,11,NEGAR,Internet Banking PF,2021-09-16,01,PF,Altíssima Renda,TRUE,2947,153,16,Consulta OK,Consulta OK,0,-23.40322941981839,-46.61187402518767
9196,9,DERIVAR,Internet Banking PF,2021-09-04,09,PF,Altíssima Renda,FALSE,1522,224,109,Consulta OK,TimeOut,0,-23.6939026743881,-46.43257274338382
9197,12,NEGAR,Agência Física PJ,2021-09-02,01,PJ,Altíssima Renda,FALSE,6532,138,86,Consulta OK,Consulta OK,0,-23.61075674331141,-46.81152187889284
9198,17,DERIVAR,Mobile Banking PF,2021-09-19,08,PF,Massificado,FALSE,5782,55,44,Consulta OK,Consulta OK,0,-23.657307736995442,-46.56417381433498
9199,12,DERIVAR,Agência Física PJ,2021-09-12,07,PJ,Massificado,TRUE,5338,275,10,Consulta OK,Consulta OK,0,-23.381732789298923,-46.57462388152187
9200,3,DERIVAR,Agência Física PJ,2021-09-07,07,PJ,Massificado,TRUE,4580,380,46,Consulta OK,Consulta OK,0,-23.743006499350788,-46.56762265870178
9201,4,DERIVAR,Mobile Banking PF,2021-09-11,07,PF,Altíssima Renda,TRUE,3917,545,100,TimeOut,Consulta OK,0,-23.49523717220578,-46.61506458619694
9202,1,NEGAR,Mobile Banking PJ,2021-09-10,05,PJ,Altíssima Renda,TRUE,1889,527,84,TimeOut,Consulta OK,0,-23.81371261449244,-46.78255482269625
9203,18,DERIVAR,Mobile Banking PJ,2021-09-11,09,PJ,Alta Renda,TRUE,6779,151,98,Consulta OK,Consulta OK,0,-23.483755752145985,-46.44628104845109
9204,11,DERIVAR,Agência Física PF,2021-09-02,08,PF,Média Renda,TRUE,6734,111,26,Consulta OK,Consulta OK,0,-23.718770007160447,-46.225727149798146
9205,8,NEGAR,Internet Banking PF,2021-09-12,04,PF,Massificado,TRUE,4144,108,2,Consulta OK,Consulta OK,0,-23.31255687372845,-46.583055073690545
9206,9,NEGAR,Mobile Banking PF,2021-09-11,04,PF,Massificado,FALSE,1333,318,1,Consulta OK,Consulta OK,0,-23.852384632919662,-46.46292973495896
9207,20,NEGAR,Internet Banking PF,2021-09-10,01,PF,Média Renda,TRUE,3992,360,22,Consulta OK,Consulta OK,0,-23.864807704698148,-46.79015395152086
9208,11,NEGAR,Agência Física PF,2021-09-20,05,PF,Altíssima Renda,TRUE,6795,532,93,TimeOut,Consulta OK,0,-23.380222404790935,-46.576401705809175
9209,5,DERIVAR,Agência Física PF,2021-09-06,08,PF,Massificado,TRUE,2758,200,51,Consulta OK,Consulta OK,0,-23.803107087741825,-46.50643510243148
9210,20,NEGAR,Mobile Banking PF,2021-09-19,02,PF,Alta Renda,FALSE,2384,190,4,Consulta OK,Consulta OK,0,-23.35112133441558,-46.34405653607502
9211,10,APROVAR,Mobile Banking PF,2021-09-12,10,PF,Altíssima Renda,TRUE,3198,23,77,Consulta OK,Consulta OK,4202172,-23.557073565432347,-46.7149882076175
9212,3,NEGAR,Agência Física PF,2021-09-13,02,PF,Média Renda,TRUE,2497,201,94,Consulta OK,Consulta OK,0,-23.39028961994549,-46.8531905142541
9213,5,NEGAR,Internet Banking PF,2021-09-15,03,PF,Média Renda,TRUE,6752,402,3,Consulta OK,Consulta OK,0,-23.494426028289272,-46.93299037879984
9214,3,NEGAR,Mobile Banking PJ,2021-09-13,01,PJ,Altíssima Renda,FALSE,629,17,60,Consulta OK,Consulta OK,0,-23.205556403399314,-46.64531475542612
9215,12,DERIVAR,Internet Banking PJ,2021-09-10,07,PJ,Alta Renda,TRUE,589,123,88,Consulta OK,Consulta OK,0,-23.491509394957962,-46.285945673128545
9216,4,NEGAR,Internet Banking PF,2021-09-11,02,PF,Média Renda,TRUE,5701,274,94,Consulta OK,Consulta OK,0,-23.443482531477375,-46.67649666853099
9217,5,NEGAR,Agência Física PJ,2021-09-08,05,PJ,Média Renda,FALSE,3206,341,8,Consulta OK,Consulta OK,0,-23.559008797595165,-47.089757084110985
9218,16,NEGAR,Internet Banking PJ,2021-09-06,02,PJ,Alta Renda,FALSE,6818,114,101,Consulta OK,TimeOut,0,-23.25831777781248,-46.2131590599056
9219,13,DERIVAR,Internet Banking PF,2021-09-18,07,PF,Altíssima Renda,TRUE,5640,63,70,Consulta OK,Consulta OK,0,-23.40204235266111,-46.49286124029855
9220,19,DERIVAR,Mobile Banking PJ,2021-09-06,09,PJ,Média Renda,TRUE,4201,310,20,Consulta OK,Consulta OK,0,-23.50844738328235,-46.60204344137449
9221,4,NEGAR,Internet Banking PF,2021-09-11,01,PF,Média Renda,FALSE,5691,331,76,Consulta OK,Consulta OK,0,-23.312357124175477,-46.21810925549532
9222,20,DERIVAR,Agência Física PJ,2021-09-16,07,PJ,Altíssima Renda,FALSE,1895,412,99,Consulta OK,Consulta OK,0,-23.48412039089256,-46.915716303177476
9223,14,NEGAR,Agência Física PF,2021-09-10,02,PF,Massificado,FALSE,2284,99,21,Consulta OK,Consulta OK,0,-23.545063243493654,-46.71882540366668
9224,11,NEGAR,Mobile Banking PF,2021-09-05,03,PF,Massificado,TRUE,3304,412,74,Consulta OK,Consulta OK,0,-23.36096655440591,-46.71359449065235
9225,18,NEGAR,Agência Física PF,2021-09-07,01,PF,Altíssima Renda,FALSE,2782,159,109,Consulta OK,TimeOut,0,-23.420312033126418,-46.59217790958602
9226,19,NEGAR,Internet Banking PF,2021-09-13,04,PF,Massificado,FALSE,4235,186,9,Consulta OK,Consulta OK,0,-23.130648426354067,-46.692258350609926
9227,5,DERIVAR,Internet Banking PJ,2021-09-11,07,PJ,Altíssima Renda,TRUE,1265,88,85,Consulta OK,Consulta OK,0,-23.405149170059424,-46.51696081505968
9228,14,DERIVAR,Agência Física PJ,2021-09-17,07,PJ,Alta Renda,FALSE,6788,67,34,Consulta OK,Consulta OK,0,-23.628301275261183,-46.56251454051614
9229,3,DERIVAR,Mobile Banking PJ,2021-09-17,07,PJ,Alta Renda,TRUE,3858,382,33,Consulta OK,Consulta OK,0,-23.63688337569418,-46.811120811084585
9230,4,NEGAR,Mobile Banking PF,2021-09-04,02,PF,Alta Renda,TRUE,4223,433,88,Consulta OK,Consulta OK,0,-23.955429332309528,-46.7028275041199
9231,5,NEGAR,Internet Banking PF,2021-09-04,02,PF,Alta Renda,FALSE,2388,419,11,Consulta OK,Consulta OK,0,-23.73456111920389,-46.73708079994875
9232,6,DERIVAR,Internet Banking PF,2021-09-11,07,PF,Massificado,TRUE,5436,290,50,Consulta OK,Consulta OK,0,-23.5727834351533,-46.94054336175766
9233,1,NEGAR,Mobile Banking PF,2021-09-15,01,PF,Altíssima Renda,TRUE,893,169,12,Consulta OK,Consulta OK,0,-23.716166610247004,-47.2939268654277
9234,14,NEGAR,Mobile Banking PJ,2021-09-13,01,PJ,Massificado,FALSE,4946,481,56,Consulta OK,Consulta OK,0,-23.423735935132953,-46.84315388240092
9235,10,DERIVAR,Agência Física PJ,2021-09-04,09,PJ,Alta Renda,FALSE,1584,316,20,Consulta OK,Consulta OK,0,-23.72968564747127,-46.216153588532336
9236,16,DERIVAR,Agência Física PJ,2021-09-15,06,PJ,Massificado,FALSE,4029,256,8,Consulta OK,Consulta OK,0,-23.628970809495236,-46.71084138910471
9237,10,APROVAR,Agência Física PJ,2021-09-09,10,PJ,Média Renda,FALSE,6014,399,12,Consulta OK,Consulta OK,10957508,-23.5780647600561,-46.439796627901885
9238,8,APROVAR,Mobile Banking PF,2021-09-11,10,PF,Alta Renda,FALSE,4177,545,17,TimeOut,Consulta OK,7013183,-23.327070708382507,-46.72680137713892
9239,6,APROVAR,Agência Física PJ,2021-09-17,10,PJ,Média Renda,TRUE,2397,520,75,TimeOut,Consulta OK,3581118,-23.320671535194858,-46.33162395405382
9240,9,NEGAR,Internet Banking PJ,2021-09-04,01,PJ,Massificado,FALSE,4284,103,2,Consulta OK,Consulta OK,0,-23.708581351572455,-46.63455096268227
9241,10,NEGAR,Internet Banking PJ,2021-09-13,01,PJ,Massificado,FALSE,1987,436,36,Consulta OK,Consulta OK,0,-23.54068323142249,-46.36020185288438
9242,13,DERIVAR,Internet Banking PJ,2021-09-08,07,PJ,Alta Renda,FALSE,764,1,53,Consulta OK,Consulta OK,0,-23.515558567324042,-46.40618596562763
9243,15,NEGAR,Agência Física PF,2021-09-07,01,PF,Média Renda,TRUE,6705,474,62,Consulta OK,Consulta OK,0,-23.03868942724666,-46.79827568699557
9244,4,DERIVAR,Internet Banking PJ,2021-09-18,06,PJ,Média Renda,TRUE,6785,307,45,Consulta OK,Consulta OK,0,-23.82985284909672,-46.5705854585264
9245,8,DERIVAR,Agência Física PJ,2021-09-13,09,PJ,Altíssima Renda,FALSE,3176,178,88,Consulta OK,Consulta OK,0,-23.853023693939576,-46.38572195892908
9246,7,NEGAR,Agência Física PJ,2021-09-01,01,PJ,Alta Renda,TRUE,3623,267,10,Consulta OK,Consulta OK,0,-23.066078941403216,-46.62416519546063
9247,14,DERIVAR,Agência Física PF,2021-09-03,09,PF,Massificado,TRUE,3929,371,83,Consulta OK,Consulta OK,0,-23.25524780426408,-46.764901057106705
9248,5,NEGAR,Internet Banking PF,2021-09-14,02,PF,Alta Renda,FALSE,1827,472,108,Consulta OK,TimeOut,0,-23.714985852329598,-46.36035306418241
9249,3,NEGAR,Mobile Banking PF,2021-09-08,01,PF,Alta Renda,TRUE,3795,332,31,Consulta OK,Consulta OK,0,-23.680266767083484,-46.71670808601071
9250,18,DERIVAR,Agência Física PJ,2021-09-05,06,PJ,Altíssima Renda,TRUE,1842,534,56,TimeOut,Consulta OK,0,-23.51003831816409,-46.234840170812035
9251,12,DERIVAR,Agência Física PJ,2021-09-19,07,PJ,Alta Renda,TRUE,5555,462,6,Consulta OK,Consulta OK,0,-23.586200120482054,-46.31255829897726
9252,1,NEGAR,Agência Física PJ,2021-09-12,03,PJ,Altíssima Renda,FALSE,3291,448,71,Consulta OK,Consulta OK,0,-23.339315509212863,-47.01758135474636
9253,14,NEGAR,Internet Banking PF,2021-09-15,03,PF,Massificado,FALSE,1398,291,24,Consulta OK,Consulta OK,0,-23.353574534135436,-46.8007083506486
9254,17,NEGAR,Mobile Banking PF,2021-09-18,01,PF,Alta Renda,FALSE,441,84,9,Consulta OK,Consulta OK,0,-23.375501362100252,-46.576468721562634
9255,14,NEGAR,Internet Banking PF,2021-09-15,02,PF,Altíssima Renda,TRUE,4341,497,73,Consulta OK,Consulta OK,0,-23.701953246012415,-46.58484113325257
9256,20,DERIVAR,Mobile Banking PJ,2021-09-07,07,PJ,Altíssima Renda,FALSE,4367,475,10,Consulta OK,Consulta OK,0,-23.627384301320646,-46.35726819744415
9257,12,NEGAR,Internet Banking PF,2021-09-16,03,PF,Massificado,FALSE,5166,462,9,Consulta OK,Consulta OK,0,-23.310522313725393,-46.97947720612897
9258,9,DERIVAR,Mobile Banking PF,2021-09-16,09,PF,Média Renda,FALSE,1462,82,81,Consulta OK,Consulta OK,0,-23.76274995048556,-46.90050361317207
9259,10,DERIVAR,Agência Física PF,2021-09-06,07,PF,Altíssima Renda,TRUE,6367,187,61,Consulta OK,Consulta OK,0,-23.23685408658848,-47.146436585138275
9260,12,NEGAR,Mobile Banking PJ,2021-09-15,01,PJ,Altíssima Renda,FALSE,1629,165,26,Consulta OK,Consulta OK,0,-23.577069146146755,-46.73709286647569
9261,16,NEGAR,Internet Banking PJ,2021-09-03,02,PJ,Massificado,FALSE,1920,446,93,Consulta OK,Consulta OK,0,-23.80909883805802,-46.90760823539694
9262,2,NEGAR,Internet Banking PF,2021-09-11,03,PF,Altíssima Renda,TRUE,1284,346,15,Consulta OK,Consulta OK,0,-23.354261207772264,-46.805922190418556
9263,6,DERIVAR,Mobile Banking PJ,2021-09-05,09,PJ,Altíssima Renda,TRUE,3488,97,101,Consulta OK,TimeOut,0,-23.639814786958393,-46.50731466209431
9264,6,NEGAR,Agência Física PF,2021-09-02,04,PF,Massificado,TRUE,2973,155,70,Consulta OK,Consulta OK,0,-23.561143540530946,-46.32390450493555
